gene_name	num_fimo_hits	num_unique_promoters_hit	best_score	best_p_value	best_q_value
slo-2	4	1	1.25e+01	5.57e-05	3.38e-01
sms-3	4	1	1.25e+01	5.57e-05	3.38e-01
snt-6	4	1	1.25e+01	5.57e-05	3.38e-01
spp-4	4	1	1.25e+01	5.57e-05	3.38e-01
sqv-5	4	1	1.25e+01	5.57e-05	3.38e-01
sre-20	4	1	1.25e+01	5.57e-05	3.38e-01
sre-48	4	1	1.25e+01	5.57e-05	3.38e-01
srh-167	4	1	1.25e+01	5.57e-05	3.38e-01
sri-46	4	1	1.25e+01	5.57e-05	3.38e-01
srj-32	4	1	1.25e+01	5.57e-05	3.38e-01
srj-49	4	1	1.25e+01	5.57e-05	3.38e-01
srp-2	4	1	1.25e+01	5.57e-05	3.38e-01
srsx-36	4	1	1.25e+01	5.57e-05	3.38e-01
srsx-37	4	1	1.25e+01	5.57e-05	3.38e-01
srt-69	4	1	1.25e+01	5.57e-05	3.38e-01
srx-2	4	1	1.25e+01	5.57e-05	3.38e-01
srxa-5	4	1	1.25e+01	5.57e-05	3.38e-01
taf-5	4	1	1.25e+01	5.57e-05	3.38e-01
tag-120	4	1	1.25e+01	5.57e-05	3.38e-01
tbc-6	4	1	1.25e+01	5.57e-05	3.38e-01
tbh-1	4	1	1.25e+01	5.57e-05	3.38e-01
trul-1	4	1	1.25e+01	5.57e-05	3.38e-01
ttr-1	4	1	1.25e+01	5.57e-05	3.38e-01
ttr-10	4	1	1.25e+01	5.57e-05	3.38e-01
txdc-17	4	1	1.25e+01	5.57e-05	3.38e-01
tyr-2	4	1	1.25e+01	5.57e-05	3.38e-01
ugt-53	4	1	1.25e+01	5.57e-05	3.38e-01
unc-57	4	1	1.25e+01	5.57e-05	3.38e-01
vps-36	4	1	1.25e+01	5.57e-05	3.38e-01
zim-2	4	1	1.25e+01	5.57e-05	3.38e-01
air-1	4	1	1.20e+01	7.51e-05	3.38e-01
avr-15	4	1	1.20e+01	7.51e-05	3.38e-01
cars-1	4	1	1.20e+01	7.51e-05	3.38e-01
cebp-2	4	1	1.20e+01	7.51e-05	3.38e-01
cec-8	4	1	1.20e+01	7.51e-05	3.38e-01
cpf-1	4	1	1.20e+01	7.51e-05	3.38e-01
dnc-5	4	1	1.20e+01	7.51e-05	3.38e-01
gdi-1	4	1	1.20e+01	7.51e-05	3.38e-01
lect-2	4	1	1.20e+01	7.51e-05	3.38e-01
nhr-1	4	1	1.20e+01	7.51e-05	3.38e-01
nol-14	4	1	1.20e+01	7.51e-05	3.38e-01
rabs-5	4	1	1.20e+01	7.51e-05	3.38e-01
srw-59	4	1	1.20e+01	7.51e-05	3.38e-01
swsn-9	4	1	1.20e+01	7.51e-05	3.38e-01
tns-1	4	1	1.20e+01	7.51e-05	3.38e-01
tps-1	4	1	1.20e+01	7.51e-05	3.38e-01
unc-2	4	1	1.20e+01	7.51e-05	3.38e-01
abt-1	4	1	1.03e+01	8.55e-05	3.39e-01
acaa-2	4	1	1.03e+01	8.55e-05	3.39e-01
arid-1	4	1	1.03e+01	8.55e-05	3.39e-01
chp-1	4	1	1.03e+01	8.55e-05	3.39e-01
clec-28	4	1	1.03e+01	8.55e-05	3.39e-01
clec-93	4	1	1.03e+01	8.55e-05	3.39e-01
cor-1	4	1	1.03e+01	8.55e-05	3.39e-01
ddx-46	4	1	1.03e+01	8.55e-05	3.39e-01
ergo-1	4	1	1.03e+01	8.55e-05	3.39e-01
fbxa-80	4	1	1.03e+01	8.55e-05	3.39e-01
flp-22	4	1	1.03e+01	8.55e-05	3.39e-01
gsy-1	4	1	1.03e+01	8.55e-05	3.39e-01
hpr-9	4	1	1.03e+01	8.55e-05	3.39e-01
ksr-2	4	1	1.03e+01	8.55e-05	3.39e-01
lron-5	4	1	1.03e+01	8.55e-05	3.39e-01
lsm-5	4	1	1.03e+01	8.55e-05	3.39e-01
mob-3	4	1	1.03e+01	8.55e-05	3.39e-01
nlp-1	4	1	1.03e+01	8.55e-05	3.39e-01
npp-25	4	1	1.03e+01	8.55e-05	3.39e-01
nxt-1	4	1	1.03e+01	8.55e-05	3.39e-01
pkg-2	4	1	1.03e+01	8.55e-05	3.39e-01
pqn-80	4	1	1.03e+01	8.55e-05	3.39e-01
rga-4	4	1	1.03e+01	8.55e-05	3.39e-01
sam-10	4	1	1.03e+01	8.55e-05	3.39e-01
smc-4	4	1	1.03e+01	8.55e-05	3.39e-01
spn-4	4	1	1.03e+01	8.55e-05	3.39e-01
swan-2	4	1	1.03e+01	8.55e-05	3.39e-01
tre-2	4	1	1.03e+01	8.55e-05	3.39e-01
ttr-12	4	1	1.03e+01	8.55e-05	3.39e-01
ulp-2	4	1	1.03e+01	8.55e-05	3.39e-01
aat-9	3	1	1.42e+01	1.94e-05	2.44e-01
abu-9	3	1	1.42e+01	1.94e-05	2.44e-01
acd-4	3	1	1.42e+01	1.94e-05	2.44e-01
acs-17	3	1	1.42e+01	1.94e-05	2.44e-01
arrd-12	3	1	1.42e+01	1.94e-05	2.44e-01
asp-17	3	1	1.42e+01	1.94e-05	2.44e-01
asp-3	3	1	1.42e+01	1.94e-05	2.44e-01
atg-3	3	1	1.42e+01	1.94e-05	2.44e-01
basl-1	3	1	1.42e+01	1.94e-05	2.44e-01
blos-2	3	1	1.42e+01	1.94e-05	2.44e-01
catp-6	3	1	1.42e+01	1.94e-05	2.44e-01
ccch-2	3	1	1.42e+01	1.94e-05	2.44e-01
ccpp-1	3	1	1.42e+01	1.94e-05	2.44e-01
cdk-11.1	3	1	1.42e+01	1.94e-05	2.44e-01
cec-2	3	1	1.42e+01	1.94e-05	2.44e-01
ceh-83	3	1	1.42e+01	1.94e-05	2.44e-01
cest-24	3	1	1.42e+01	1.94e-05	2.44e-01
chaf-2	3	1	1.42e+01	1.94e-05	2.44e-01
chdp-1	3	1	1.42e+01	1.94e-05	2.44e-01
cka-1	3	1	1.42e+01	1.94e-05	2.44e-01
clec-101	3	1	1.42e+01	1.94e-05	2.44e-01
clec-136	3	1	1.42e+01	1.94e-05	2.44e-01
clec-196	3	1	1.42e+01	1.94e-05	2.44e-01
clec-74	3	1	1.42e+01	1.94e-05	2.44e-01
cls-1	3	1	1.42e+01	1.94e-05	2.44e-01
col-184	3	1	1.42e+01	1.94e-05	2.44e-01
col-33	3	1	1.42e+01	1.94e-05	2.44e-01
cox-11	3	1	1.42e+01	1.94e-05	2.44e-01
crn-7	3	1	1.42e+01	1.94e-05	2.44e-01
ctns-1	3	1	1.42e+01	1.94e-05	2.44e-01
cutl-10	3	1	1.42e+01	1.94e-05	2.44e-01
cutl-24	3	1	1.42e+01	1.94e-05	2.44e-01
daf-2	3	1	1.42e+01	1.94e-05	2.44e-01
dgk-2	3	1	1.42e+01	1.94e-05	2.44e-01
drag-1	3	1	1.42e+01	1.94e-05	2.44e-01
dsb-3	3	1	1.42e+01	1.94e-05	2.44e-01
eif-3.G	3	1	1.42e+01	1.94e-05	2.44e-01
eif-6	3	1	1.42e+01	1.94e-05	2.44e-01
enpl-1	3	1	1.42e+01	1.94e-05	2.44e-01
epg-6	3	1	1.42e+01	1.94e-05	2.44e-01
ephx-1	3	1	1.42e+01	1.94e-05	2.44e-01
fbxa-13	3	1	1.42e+01	1.94e-05	2.44e-01
fbxa-30	3	1	1.42e+01	1.94e-05	2.44e-01
fbxa-60	3	1	1.42e+01	1.94e-05	2.44e-01
fbxb-19	3	1	1.42e+01	1.94e-05	2.44e-01
fbxc-27	3	1	1.42e+01	1.94e-05	2.44e-01
fipr-14	3	1	1.42e+01	1.94e-05	2.44e-01
gadr-5	3	1	1.42e+01	1.94e-05	2.44e-01
glb-18	3	1	1.42e+01	1.94e-05	2.44e-01
glb-19	3	1	1.42e+01	1.94e-05	2.44e-01
glb-29	3	1	1.42e+01	1.94e-05	2.44e-01
gld-4	3	1	1.42e+01	1.94e-05	2.44e-01
glh-1	3	1	1.42e+01	1.94e-05	2.44e-01
grd-16	3	1	1.42e+01	1.94e-05	2.44e-01
grd-9	3	1	1.42e+01	1.94e-05	2.44e-01
gst-39	3	1	1.42e+01	1.94e-05	2.44e-01
gtf-2F2	3	1	1.42e+01	1.94e-05	2.44e-01
gut-2	3	1	1.42e+01	1.94e-05	2.44e-01
haf-4	3	1	1.42e+01	1.94e-05	2.44e-01
her-1	3	1	1.42e+01	1.94e-05	2.44e-01
hgrs-1	3	1	1.42e+01	1.94e-05	2.44e-01
hpa-1	3	1	1.42e+01	1.94e-05	2.44e-01
hrdl-1	3	1	1.42e+01	1.94e-05	2.44e-01
hsp-70	3	1	1.42e+01	1.94e-05	2.44e-01
idh-1	3	1	1.42e+01	1.94e-05	2.44e-01
ife-5	3	1	1.42e+01	1.94e-05	2.44e-01
ima-2	3	1	1.42e+01	1.94e-05	2.44e-01
immt-2	3	1	1.42e+01	1.94e-05	2.44e-01
ins-20	3	1	1.42e+01	1.94e-05	2.44e-01
ins-25	3	1	1.42e+01	1.94e-05	2.44e-01
irld-28	3	1	1.42e+01	1.94e-05	2.44e-01
ist-1	3	1	1.42e+01	1.94e-05	2.44e-01
itx-1	3	1	1.42e+01	1.94e-05	2.44e-01
kcnl-2	3	1	1.42e+01	1.94e-05	2.44e-01
kcnl-4	3	1	1.42e+01	1.94e-05	2.44e-01
kin-4	3	1	1.42e+01	1.94e-05	2.44e-01
knl-3	3	1	1.42e+01	1.94e-05	2.44e-01
kvs-2	3	1	1.42e+01	1.94e-05	2.44e-01
let-383	3	1	1.42e+01	1.94e-05	2.44e-01
lgmn-1	3	1	1.42e+01	1.94e-05	2.44e-01
lips-11	3	1	1.42e+01	1.94e-05	2.44e-01
lpd-2	3	1	1.42e+01	1.94e-05	2.44e-01
lpr-5	3	1	1.42e+01	1.94e-05	2.44e-01
madf-11	3	1	1.42e+01	1.94e-05	2.44e-01
magi-1	3	1	1.42e+01	1.94e-05	2.44e-01
manf-1	3	1	1.42e+01	1.94e-05	2.44e-01
mcm-2	3	1	1.42e+01	1.94e-05	2.44e-01
mek-5	3	1	1.42e+01	1.94e-05	2.44e-01
mev-1	3	1	1.42e+01	1.94e-05	2.44e-01
mif-3	3	1	1.42e+01	1.94e-05	2.44e-01
mlc-6	3	1	1.42e+01	1.94e-05	2.44e-01
mpz-1	3	1	1.42e+01	1.94e-05	2.44e-01
mrpl-47	3	1	1.42e+01	1.94e-05	2.44e-01
msa-1	3	1	1.42e+01	1.94e-05	2.44e-01
msi-1	3	1	1.42e+01	1.94e-05	2.44e-01
msp-33	3	1	1.42e+01	1.94e-05	2.44e-01
mter-4	3	1	1.42e+01	1.94e-05	2.44e-01
myrf-2	3	1	1.42e+01	1.94e-05	2.44e-01
nab-1	3	1	1.42e+01	1.94e-05	2.44e-01
ncr-1	3	1	1.42e+01	1.94e-05	2.44e-01
ncs-4	3	1	1.42e+01	1.94e-05	2.44e-01
nep-16	3	1	1.42e+01	1.94e-05	2.44e-01
nep-2	3	1	1.42e+01	1.94e-05	2.44e-01
nhr-106	3	1	1.42e+01	1.94e-05	2.44e-01
nhr-109	3	1	1.42e+01	1.94e-05	2.44e-01
nhr-110	3	1	1.42e+01	1.94e-05	2.44e-01
nhr-181	3	1	1.42e+01	1.94e-05	2.44e-01
nhr-69	3	1	1.42e+01	1.94e-05	2.44e-01
nhr-84	3	1	1.42e+01	1.94e-05	2.44e-01
nlp-82	3	1	1.42e+01	1.94e-05	2.44e-01
npp-9	3	1	1.42e+01	1.94e-05	2.44e-01
npr-12	3	1	1.42e+01	1.94e-05	2.44e-01
npr-3	3	1	1.42e+01	1.94e-05	2.44e-01
oac-26	3	1	1.42e+01	1.94e-05	2.44e-01
otub-2	3	1	1.42e+01	1.94e-05	2.44e-01
pafo-1	3	1	1.42e+01	1.94e-05	2.44e-01
pals-11	3	1	1.42e+01	1.94e-05	2.44e-01
parp-1	3	1	1.42e+01	1.94e-05	2.44e-01
pck-1	3	1	1.42e+01	1.94e-05	2.44e-01
pde-3	3	1	1.42e+01	1.94e-05	2.44e-01
pes-5	3	1	1.42e+01	1.94e-05	2.44e-01
pgp-9	3	1	1.42e+01	1.94e-05	2.44e-01
pie-1	3	1	1.42e+01	1.94e-05	2.44e-01
pmk-3	3	1	1.42e+01	1.94e-05	2.44e-01
poml-2	3	1	1.42e+01	1.94e-05	2.44e-01
pph-4.2	3	1	1.42e+01	1.94e-05	2.44e-01
pqn-57	3	1	1.42e+01	1.94e-05	2.44e-01
prdx-2	3	1	1.42e+01	1.94e-05	2.44e-01
pssy-1	3	1	1.42e+01	1.94e-05	2.44e-01
pycr-1	3	1	1.42e+01	1.94e-05	2.44e-01
pygl-1	3	1	1.42e+01	1.94e-05	2.44e-01
rfip-1	3	1	1.42e+01	1.94e-05	2.44e-01
rfth-1	3	1	1.42e+01	1.94e-05	2.44e-01
rhgf-2	3	1	1.42e+01	1.94e-05	2.44e-01
ric-3	3	1	1.42e+01	1.94e-05	2.44e-01
rig-3	3	1	1.42e+01	1.94e-05	2.44e-01
rlbp-1	3	1	1.42e+01	1.94e-05	2.44e-01
rmh-2	3	1	1.42e+01	1.94e-05	2.44e-01
rnf-1	3	1	1.42e+01	1.94e-05	2.44e-01
rnp-8	3	1	1.42e+01	1.94e-05	2.44e-01
rom-4	3	1	1.42e+01	1.94e-05	2.44e-01
romo-1	3	1	1.42e+01	1.94e-05	2.44e-01
rpb-9	3	1	1.42e+01	1.94e-05	2.44e-01
rpl-37	3	1	1.42e+01	1.94e-05	2.44e-01
scb-1	3	1	1.42e+01	1.94e-05	2.44e-01
scc-3	3	1	1.42e+01	1.94e-05	2.44e-01
scl-15	3	1	1.42e+01	1.94e-05	2.44e-01
scp-1	3	1	1.42e+01	1.94e-05	2.44e-01
sdz-26	3	1	1.42e+01	1.94e-05	2.44e-01
skat-1	3	1	1.42e+01	1.94e-05	2.44e-01
slc-36.2	3	1	1.42e+01	1.94e-05	2.44e-01
sma-1	3	1	1.42e+01	1.94e-05	2.44e-01
snn-1	3	1	1.42e+01	1.94e-05	2.44e-01
sorb-1	3	1	1.42e+01	1.94e-05	2.44e-01
spe-19	3	1	1.42e+01	1.94e-05	2.44e-01
spe-48	3	1	1.42e+01	1.94e-05	2.44e-01
sra-12	3	1	1.42e+01	1.94e-05	2.44e-01
srab-25	3	1	1.42e+01	1.94e-05	2.44e-01
srbc-19	3	1	1.42e+01	1.94e-05	2.44e-01
srbc-42	3	1	1.42e+01	1.94e-05	2.44e-01
sre-50	3	1	1.42e+01	1.94e-05	2.44e-01
sre-55	3	1	1.42e+01	1.94e-05	2.44e-01
srh-104	3	1	1.42e+01	1.94e-05	2.44e-01
sri-17	3	1	1.42e+01	1.94e-05	2.44e-01
sri-28	3	1	1.42e+01	1.94e-05	2.44e-01
srj-52	3	1	1.42e+01	1.94e-05	2.44e-01
srm-2	3	1	1.42e+01	1.94e-05	2.44e-01
srx-115	3	1	1.42e+01	1.94e-05	2.44e-01
srx-32	3	1	1.42e+01	1.94e-05	2.44e-01
srxa-16	3	1	1.42e+01	1.94e-05	2.44e-01
srz-1	3	1	1.42e+01	1.94e-05	2.44e-01
str-111	3	1	1.42e+01	1.94e-05	2.44e-01
str-119	3	1	1.42e+01	1.94e-05	2.44e-01
str-154	3	1	1.42e+01	1.94e-05	2.44e-01
str-159	3	1	1.42e+01	1.94e-05	2.44e-01
str-193	3	1	1.42e+01	1.94e-05	2.44e-01
str-267	3	1	1.42e+01	1.94e-05	2.44e-01
szy-20	3	1	1.42e+01	1.94e-05	2.44e-01
taf-12	3	1	1.42e+01	1.94e-05	2.44e-01
taf-6.2	3	1	1.42e+01	1.94e-05	2.44e-01
tag-96	3	1	1.42e+01	1.94e-05	2.44e-01
tbcb-1	3	1	1.42e+01	1.94e-05	2.44e-01
tbx-37	3	1	1.42e+01	1.94e-05	2.44e-01
ttr-49	3	1	1.42e+01	1.94e-05	2.44e-01
ubc-1	3	1	1.42e+01	1.94e-05	2.44e-01
ubc-8	3	1	1.42e+01	1.94e-05	2.44e-01
unc-119	3	1	1.42e+01	1.94e-05	2.44e-01
unc-132	3	1	1.42e+01	1.94e-05	2.44e-01
unc-43	3	1	1.42e+01	1.94e-05	2.44e-01
unc-45	3	1	1.42e+01	1.94e-05	2.44e-01
vbh-1	3	1	1.42e+01	1.94e-05	2.44e-01
vha-15	3	1	1.42e+01	1.94e-05	2.44e-01
wsp-1	3	1	1.42e+01	1.94e-05	2.44e-01
zip-6	3	1	1.42e+01	1.94e-05	2.44e-01
bcl-7	3	1	1.25e+01	5.57e-05	3.38e-01
cct-7	3	1	1.25e+01	5.57e-05	3.38e-01
ceeh-2	3	1	1.25e+01	5.57e-05	3.38e-01
ciao-2B	3	1	1.25e+01	5.57e-05	3.38e-01
col-154	3	1	1.25e+01	5.57e-05	3.38e-01
col-174	3	1	1.25e+01	5.57e-05	3.38e-01
ctbp-1	3	1	1.25e+01	5.57e-05	3.38e-01
dep-1	3	1	1.25e+01	5.57e-05	3.38e-01
dmsr-6	3	1	1.25e+01	5.57e-05	3.38e-01
enu-3.1	3	1	1.25e+01	5.57e-05	3.38e-01
enu-3.3	3	1	1.25e+01	5.57e-05	3.38e-01
eps-8	3	1	1.25e+01	5.57e-05	3.38e-01
ets-6	3	1	1.25e+01	5.57e-05	3.38e-01
exp-2	3	1	1.25e+01	5.57e-05	3.38e-01
fbxb-90	3	1	1.25e+01	5.57e-05	3.38e-01
fbxc-1	3	1	1.25e+01	5.57e-05	3.38e-01
fbxc-2	3	1	1.25e+01	5.57e-05	3.38e-01
fbxc-3	3	1	1.25e+01	5.57e-05	3.38e-01
fbxc-4	3	1	1.25e+01	5.57e-05	3.38e-01
fbxc-5	3	1	1.25e+01	5.57e-05	3.38e-01
gap-2	3	1	1.25e+01	5.57e-05	3.38e-01
gbf-1	3	1	1.25e+01	5.57e-05	3.38e-01
gst-36	3	1	1.25e+01	5.57e-05	3.38e-01
him-4	3	1	1.25e+01	5.57e-05	3.38e-01
hsp-1	3	1	1.25e+01	5.57e-05	3.38e-01
hut-1	3	1	1.25e+01	5.57e-05	3.38e-01
lev-11	3	1	1.25e+01	5.57e-05	3.38e-01
lgc-45	3	1	1.25e+01	5.57e-05	3.38e-01
mage-1	3	1	1.25e+01	5.57e-05	3.38e-01
mct-2	3	1	1.25e+01	5.57e-05	3.38e-01
micu-1	3	1	1.25e+01	5.57e-05	3.38e-01
mig-32	3	1	1.25e+01	5.57e-05	3.38e-01
mob-2	3	1	1.25e+01	5.57e-05	3.38e-01
mom-5	3	1	1.25e+01	5.57e-05	3.38e-01
mzt-1	3	1	1.25e+01	5.57e-05	3.38e-01
nlp-41	3	1	1.25e+01	5.57e-05	3.38e-01
npax-1	3	1	1.25e+01	5.57e-05	3.38e-01
npp-6	3	1	1.25e+01	5.57e-05	3.38e-01
nrde-2	3	1	1.25e+01	5.57e-05	3.38e-01
nspe-5	3	1	1.25e+01	5.57e-05	3.38e-01
nstp-3	3	1	1.25e+01	5.57e-05	3.38e-01
num-1	3	1	1.25e+01	5.57e-05	3.38e-01
oac-8	3	1	1.25e+01	5.57e-05	3.38e-01
pes-2.1	3	1	1.25e+01	5.57e-05	3.38e-01
pig-1	3	1	1.25e+01	5.57e-05	3.38e-01
pqn-72	3	1	1.25e+01	5.57e-05	3.38e-01
ptc-1	3	1	1.25e+01	5.57e-05	3.38e-01
rpn-3	3	1	1.25e+01	5.57e-05	3.38e-01
scrm-5	3	1	1.25e+01	5.57e-05	3.38e-01
spd-5	3	1	1.25e+01	5.57e-05	3.38e-01
srb-12	3	1	1.25e+01	5.57e-05	3.38e-01
srbc-1	3	1	1.25e+01	5.57e-05	3.38e-01
srbc-2	3	1	1.25e+01	5.57e-05	3.38e-01
srh-63	3	1	1.25e+01	5.57e-05	3.38e-01
srsx-8	3	1	1.25e+01	5.57e-05	3.38e-01
srw-120	3	1	1.25e+01	5.57e-05	3.38e-01
srz-54	3	1	1.25e+01	5.57e-05	3.38e-01
str-211	3	1	1.25e+01	5.57e-05	3.38e-01
str-236	3	1	1.25e+01	5.57e-05	3.38e-01
syd-1	3	1	1.25e+01	5.57e-05	3.38e-01
tbx-8	3	1	1.25e+01	5.57e-05	3.38e-01
trxr-2	3	1	1.25e+01	5.57e-05	3.38e-01
try-7	3	1	1.25e+01	5.57e-05	3.38e-01
ubc-9	3	1	1.25e+01	5.57e-05	3.38e-01
vab-8	3	1	1.25e+01	5.57e-05	3.38e-01
vglu-3	3	1	1.25e+01	5.57e-05	3.38e-01
vps-34	3	1	1.25e+01	5.57e-05	3.38e-01
xnp-1	3	1	1.25e+01	5.57e-05	3.38e-01
zmp-6	3	1	1.25e+01	5.57e-05	3.38e-01
acl-5	3	1	1.20e+01	7.51e-05	3.38e-01
acs-13	3	1	1.20e+01	7.51e-05	3.38e-01
adr-1	3	1	1.20e+01	7.51e-05	3.38e-01
ard-1	3	1	1.20e+01	7.51e-05	3.38e-01
ari-1.4	3	1	1.20e+01	7.51e-05	3.38e-01
cfim-2	3	1	1.20e+01	7.51e-05	3.38e-01
cku-70	3	1	1.20e+01	7.51e-05	3.38e-01
clh-3	3	1	1.20e+01	7.51e-05	3.38e-01
coa-3	3	1	1.20e+01	7.51e-05	3.38e-01
col-160	3	1	1.20e+01	7.51e-05	3.38e-01
crm-1	3	1	1.20e+01	7.51e-05	3.38e-01
cyp-33C11	3	1	1.20e+01	7.51e-05	3.38e-01
dip-2	3	1	1.20e+01	7.51e-05	3.38e-01
egl-4	3	1	1.20e+01	7.51e-05	3.38e-01
fdps-1	3	1	1.20e+01	7.51e-05	3.38e-01
flp-10	3	1	1.20e+01	7.51e-05	3.38e-01
frm-4	3	1	1.20e+01	7.51e-05	3.38e-01
gly-16	3	1	1.20e+01	7.51e-05	3.38e-01
gyf-1	3	1	1.20e+01	7.51e-05	3.38e-01
hint-3	3	1	1.20e+01	7.51e-05	3.38e-01
hmt-1	3	1	1.20e+01	7.51e-05	3.38e-01
hpo-31	3	1	1.20e+01	7.51e-05	3.38e-01
hpo-32	3	1	1.20e+01	7.51e-05	3.38e-01
hsp-17	3	1	1.20e+01	7.51e-05	3.38e-01
hyls-1	3	1	1.20e+01	7.51e-05	3.38e-01
jun-1	3	1	1.20e+01	7.51e-05	3.38e-01
kcc-2	3	1	1.20e+01	7.51e-05	3.38e-01
klp-12	3	1	1.20e+01	7.51e-05	3.38e-01
laf-1	3	1	1.20e+01	7.51e-05	3.38e-01
ldp-1	3	1	1.20e+01	7.51e-05	3.38e-01
let-767	3	1	1.20e+01	7.51e-05	3.38e-01
lin-23	3	1	1.20e+01	7.51e-05	3.38e-01
lin-40	3	1	1.20e+01	7.51e-05	3.38e-01
lron-10	3	1	1.20e+01	7.51e-05	3.38e-01
lsy-13	3	1	1.20e+01	7.51e-05	3.38e-01
mdh-1	3	1	1.20e+01	7.51e-05	3.38e-01
mdt-31	3	1	1.20e+01	7.51e-05	3.38e-01
mel-46	3	1	1.20e+01	7.51e-05	3.38e-01
mlt-9	3	1	1.20e+01	7.51e-05	3.38e-01
mpst-3	3	1	1.20e+01	7.51e-05	3.38e-01
nhr-219	3	1	1.20e+01	7.51e-05	3.38e-01
nkcc-1	3	1	1.20e+01	7.51e-05	3.38e-01
noa-1	3	1	1.20e+01	7.51e-05	3.38e-01
npr-8	3	1	1.20e+01	7.51e-05	3.38e-01
nsun-2	3	1	1.20e+01	7.51e-05	3.38e-01
nsun-4	3	1	1.20e+01	7.51e-05	3.38e-01
oac-35	3	1	1.20e+01	7.51e-05	3.38e-01
pals-13	3	1	1.20e+01	7.51e-05	3.38e-01
pals-32	3	1	1.20e+01	7.51e-05	3.38e-01
polh-1	3	1	1.20e+01	7.51e-05	3.38e-01
rilp-1	3	1	1.20e+01	7.51e-05	3.38e-01
rmd-2	3	1	1.20e+01	7.51e-05	3.38e-01
sox-2	3	1	1.20e+01	7.51e-05	3.38e-01
srr-1	3	1	1.20e+01	7.51e-05	3.38e-01
srsx-5	3	1	1.20e+01	7.51e-05	3.38e-01
srw-139	3	1	1.20e+01	7.51e-05	3.38e-01
srx-50	3	1	1.20e+01	7.51e-05	3.38e-01
srz-24	3	1	1.20e+01	7.51e-05	3.38e-01
sto-2	3	1	1.20e+01	7.51e-05	3.38e-01
sulp-8	3	1	1.20e+01	7.51e-05	3.38e-01
tba-8	3	1	1.20e+01	7.51e-05	3.38e-01
unc-25	3	1	1.20e+01	7.51e-05	3.38e-01
unc-53	3	1	1.20e+01	7.51e-05	3.38e-01
ced-6	3	1	1.03e+01	8.55e-05	3.39e-01
clec-125	3	1	1.03e+01	8.55e-05	3.39e-01
clec-99	3	1	1.03e+01	8.55e-05	3.39e-01
usp-14	3	1	1.03e+01	8.55e-05	3.39e-01
vnut-1	3	1	1.03e+01	8.55e-05	3.39e-01
grd-6	3	1	1.02e+01	9.58e-05	3.51e-01
lin-17	3	1	1.02e+01	9.58e-05	3.51e-01
mig-6	3	1	1.02e+01	9.58e-05	3.51e-01
sqt-1	3	1	1.02e+01	9.58e-05	3.51e-01
ufd-1	3	1	1.02e+01	9.58e-05	3.51e-01
abhd-5.2	2	1	1.42e+01	1.94e-05	2.44e-01
adt-2	2	1	1.42e+01	1.94e-05	2.44e-01
afmd-2	2	1	1.42e+01	1.94e-05	2.44e-01
age-1	2	1	1.42e+01	1.94e-05	2.44e-01
akap-1	2	1	1.42e+01	1.94e-05	2.44e-01
algn-14	2	1	1.42e+01	1.94e-05	2.44e-01
alkb-7	2	1	1.42e+01	1.94e-05	2.44e-01
anmt-2	2	1	1.42e+01	1.94e-05	2.44e-01
ant-1.2	2	1	1.42e+01	1.94e-05	2.44e-01
apc-11	2	1	1.42e+01	1.94e-05	2.44e-01
aptf-2	2	1	1.42e+01	1.94e-05	2.44e-01
aqp-12	2	1	1.42e+01	1.94e-05	2.44e-01
arf-6	2	1	1.42e+01	1.94e-05	2.44e-01
arrd-3	2	1	1.42e+01	1.94e-05	2.44e-01
arx-3	2	1	1.42e+01	1.94e-05	2.44e-01
arx-6	2	1	1.42e+01	1.94e-05	2.44e-01
atg-9	2	1	1.42e+01	1.94e-05	2.44e-01
ath-1	2	1	1.42e+01	1.94e-05	2.44e-01
bgnt-1.6	2	1	1.42e+01	1.94e-05	2.44e-01
bgnt-1.7	2	1	1.42e+01	1.94e-05	2.44e-01
bkip-1	2	1	1.42e+01	1.94e-05	2.44e-01
btb-5	2	1	1.42e+01	1.94e-05	2.44e-01
btbd-10	2	1	1.42e+01	1.94e-05	2.44e-01
cal-3	2	1	1.42e+01	1.94e-05	2.44e-01
cam-1	2	1	1.42e+01	1.94e-05	2.44e-01
camt-1	2	1	1.42e+01	1.94e-05	2.44e-01
catp-5	2	1	1.42e+01	1.94e-05	2.44e-01
ccch-3	2	1	1.42e+01	1.94e-05	2.44e-01
cdk-2	2	1	1.42e+01	1.94e-05	2.44e-01
cec-6	2	1	1.42e+01	1.94e-05	2.44e-01
ceh-9	2	1	1.42e+01	1.94e-05	2.44e-01
cest-2.2	2	1	1.42e+01	1.94e-05	2.44e-01
che-10	2	1	1.42e+01	1.94e-05	2.44e-01
cit-1.1	2	1	1.42e+01	1.94e-05	2.44e-01
clec-110	2	1	1.42e+01	1.94e-05	2.44e-01
clec-127	2	1	1.42e+01	1.94e-05	2.44e-01
clec-128	2	1	1.42e+01	1.94e-05	2.44e-01
clec-165	2	1	1.42e+01	1.94e-05	2.44e-01
clec-266	2	1	1.42e+01	1.94e-05	2.44e-01
clec-80	2	1	1.42e+01	1.94e-05	2.44e-01
clec-89	2	1	1.42e+01	1.94e-05	2.44e-01
col-14	2	1	1.42e+01	1.94e-05	2.44e-01
col-185	2	1	1.42e+01	1.94e-05	2.44e-01
col-2	2	1	1.42e+01	1.94e-05	2.44e-01
col-7	2	1	1.42e+01	1.94e-05	2.44e-01
